,startlist_old,startlist_new,parcours,date,distance,points_scale,uci_scale,profile_score,vertical_meters,startlist_quality,title
0,geraint-thomas,THOMAS Geraint,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
1,thymen-arensman,ARENSMAN Thymen,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
2,tobias-foss,FOSS Tobias,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
3,filippo-ganna,GANNA Filippo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
4,jhonatan-narvaez,NARVÁEZ Jhonatan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
5,magnus-sheffield,SHEFFIELD Magnus,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
6,ben-swift,SWIFT Ben,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
7,connor-swift,SWIFT Connor,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
8,kaden-groves,GROVES Kaden,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
9,tobias-bayer,BAYER Tobias,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
10,nicola-conci,CONCI Nicola,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
11,quinten-hermans,HERMANS Quinten,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
12,jimmy-janssens,JANSSENS Jimmy,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
13,timo-kielich,KIELICH Timo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
14,edward-planckaert,PLANCKAERT Edward,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
15,fabio-van-den-bossche,VAN DEN BOSSCHE Fabio,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
16,jenthe-biermans,BIERMANS Jenthe,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
17,louis-barre,BARRÉ Louis,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
18,ewen-costiou,COSTIOU Ewen,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
19,david-dekker,DEKKER David,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
20,donavan-grondin,GRONDIN Donavan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
21,michel-ries,RIES Michel,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
22,alan-riou,RIOU Alan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
23,alessandro-verre,VERRE Alessandro,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
24,simone-velasco,VELASCO Simone,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
25,davide-ballerini,BALLERINI Davide,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
26,aleksey-lutsenko,LUTSENKO Alexey,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
27,lorenzo-fortunato,FORTUNATO Lorenzo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
28,max-kanter,KANTER Max,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
29,henok-mulubrhan,MULUBRHAN Henok,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
30,vadim-pronskiy,PRONSKIY Vadim,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
31,christian-scaroni,SCARONI Christian,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
32,daniel-felipe-martinez,MARTÍNEZ Daniel Felipe,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
33,giovanni-aleotti,ALEOTTI Giovanni,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
34,jonas-koch,KOCH Jonas,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
35,florian-lipowitz,LIPOWITZ Florian,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
36,ryan-mullen,MULLEN Ryan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
37,maximilian-schachmann,SCHACHMANN Maximilian,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
38,danny-van-poppel,VAN POPPEL Danny,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
39,patrick-gamper,GAMPER Patrick,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
40,stefano-oldani,OLDANI Stefano,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
41,stanislaw-aniolkowski,ANIOŁKOWSKI Stanisław,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
42,nicolas-debeaumarche,DEBEAUMARCHÉ Nicolas,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
43,kenny-elissonde,ELISSONDE Kenny,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
44,ruben-fernandez,FERNÁNDEZ Rubén,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
45,simon-geschke,GESCHKE Simon,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
46,benjamin-thomas-2,THOMAS Benjamin,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
47,harrison-wood,WOOD Harrison,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
48,ben-o-connor,O'CONNOR Ben,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
49,alex-baudin,BAUDIN Alex,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
50,aurelien-paret-peintre,PARET-PEINTRE Aurélien,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
51,valentin-paret-peintre,PARET-PEINTRE Valentin,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
52,damien-touze,TOUZÉ Damien,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
53,bastien-tronchon,TRONCHON Bastien,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
54,andrea-vendrame,VENDRAME Andrea,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
55,lawrence-warbasse,WARBASSE Larry,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
56,hugh-carthy,CARTHY Hugh,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
57,jefferson-alexander-cepeda,CEPEDA Jefferson Alexander,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
58,stefan-de-bod,DE BOD Stefan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
59,andrey-amador,AMADOR Andrey,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
60,simon-carr,CARR Simon,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
61,johan-esteban-chaves,CHAVES Esteban,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
62,mikkel-honore,HONORÉ Mikkel Frølich,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
63,georg-steinhauser,STEINHAUSER Georg,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
64,laurence-pithie,PITHIE Laurence,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
65,lewis-askey,ASKEY Lewis,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
66,cyril-barthe,BARTHE Cyril,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
67,clement-davy,DAVY Clément,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
68,lorenzo-germani,GERMANI Lorenzo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
69,olivier-le-gac,LE GAC Olivier,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
70,fabian-lienhard,LIENHARD Fabian,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
71,enzo-paleni,PALENI Enzo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
72,biniam-girmay,GIRMAY Biniam,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
73,lilian-calmejane,CALMEJANE Lilian,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
74,kevin-colleoni,COLLEONI Kevin,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
75,madis-mihkels,MIHKELS Madis,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
76,simone-petilli,PETILLI Simone,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
77,adrien-petit,PETIT Adrien,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
78,dion-smith,SMITH Dion,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
79,roel-van-sintmaartensdijk,VAN SINTMAARTENSDIJK Roel,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
80,michael-woods,WOODS Michael,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
81,simon-clarke,CLARKE Simon,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
82,marco-frigo,FRIGO Marco,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
83,hugo-hofstetter,HOFSTETTER Hugo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
84,riley-pickrell,PICKRELL Riley,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
85,nadav-raisberg,RAISBERG Nadav,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
86,nick-schultz,SCHULTZ Nick,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
87,ethan-vernon,VERNON Ethan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
88,jonathan-milan,MILAN Jonathan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
89,andrea-bagioli,BAGIOLI Andrea,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
90,simone-consonni,CONSONNI Simone,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
91,amanuel-ghebreigzabhier,GHEBREIGZABHIER Amanuel,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
92,daan-hoole,HOOLE Daan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
93,juan-pedro-lopez,LÓPEZ Juan Pedro,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
94,jasper-stuyven,STUYVEN Jasper,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
95,edward-theuns,THEUNS Edward,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
96,nairo-quintana,QUINTANA Nairo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
97,albert-torres,TORRES Albert,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
98,william-barta,BARTA Will,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
99,davide-cimolai,CIMOLAI Davide,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
100,fernando-gaviria,GAVIRIA Fernando,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
101,lorenzo-milesi,MILESI Lorenzo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
102,einer-rubio,RUBIO Einer,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
103,pelayo-sanchez-mayo,SÁNCHEZ Pelayo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
104,julian-alaphilippe,ALAPHILIPPE Julian,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
105,josef-cerny,ČERNÝ Josef,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
106,jan-hirt,HIRT Jan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
107,luke-lamperti,LAMPERTI Luke,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
108,tim-merlier,MERLIER Tim,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
109,pieter-serry,SERRY Pieter,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
110,bert-van-lerberghe,VAN LERBERGHE Bert,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
111,mauri-vansevenant,VANSEVENANT Mauri,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
112,romain-bardet,BARDET Romain,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
113,tobias-lund-andresen,ANDRESEN Tobias Lund,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
114,chris-hamilton,HAMILTON Chris,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
115,fabio-jakobsen,JAKOBSEN Fabio,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
116,bram-welten,WELTEN Bram,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
117,gijs-leemreize,LEEMREIZE Gijs,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
118,julius-van-den-berg,VAN DEN BERG Julius,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
119,kevin-vermaerke,VERMAERKE Kevin,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
120,alessandro-de-marchi,DE MARCHI Alessandro,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
121,edward-irl-dunbar,DUNBAR Eddie,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
122,caleb-ewan,EWAN Caleb,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
123,michael-hepburn,HEPBURN Michael,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
124,luka-mezgec,MEZGEC Luka,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
125,luke-plapp,PLAPP Luke,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
126,max-walscheid,WALSCHEID Max,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
127,filippo-zana,ZANA Filippo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
128,matteo-fabbro,FABBRO Matteo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
129,davide-bais,BAIS Davide,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
130,mattia-bais,BAIS Mattia,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
131,giovanni-lonardi,LONARDI Giovanni,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
132,mirco-maestri,MAESTRI Mirco,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
133,andrea-pietrobon,PIETROBON Andrea,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
134,davide-piganzoli,PIGANZOLI Davide,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
135,jhonatan-restrepo,RESTREPO Jhonatan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
136,christophe-laporte,LAPORTE Christophe,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
137,edoardo-affini,AFFINI Edoardo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
138,koen-bouwman,BOUWMAN Koen,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
139,robert-gesink,GESINK Robert,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
140,olav-kooij,KOOIJ Olav,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
141,jan-tratnik,TRATNIK Jan,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
142,cian-uijtdebroeks,UIJTDEBROEKS Cian,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
143,attila-valter,VALTER Attila,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
144,matteo-trentin,TRENTIN Matteo,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
145,alberto-dainese,DAINESE Alberto,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
146,robin-froidevaux,FROIDEVAUX Robin,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
147,alexander-kamp,KAMP Alexander,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
148,alexander-krieger,KRIEGER Alexander,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
149,marius-mayrhofer,MAYRHOFER Marius,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
150,michael-storer,STORER Michael,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
151,florian-stork,STORK Florian,p2,04 May 2024,136.0,GT.B.Stage,UCI.WR.GT.B.Stage,142.0,1854.0,732.0,Giro d'Italia 2024 Stage 1
