,startlist_old,startlist_new,parcours,date,distance,points_scale,uci_scale,profile_score,vertical_meters,startlist_quality,title
2074,koen-bouwman,BOUWMAN Koen,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2075,robert-gesink,GESINK Robert,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2076,olav-kooij,KOOIJ Olav,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2077,jan-tratnik,TRATNIK Jan,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2078,cian-uijtdebroeks,UIJTDEBROEKS Cian,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2079,attila-valter,VALTER Attila,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2080,matteo-trentin,TRENTIN Matteo,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2081,alberto-dainese,DAINESE Alberto,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2082,robin-froidevaux,FROIDEVAUX Robin,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2083,alexander-kamp,KAMP Alexander,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2084,alexander-krieger,KRIEGER Alexander,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2085,marius-mayrhofer,MAYRHOFER Marius,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2086,michael-storer,STORER Michael,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2087,florian-stork,STORK Florian,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2088,tadej-pogacar,POGAČAR Tadej,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2089,rui-oliveira,OLIVEIRA Rui,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2090,mikkel-bjerg,BJERG Mikkel,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2091,felix-grossschartner,GROßSCHARTNER Felix,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2092,vegard-stake-laengen,LAENGEN Vegard Stake,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2093,rafal-majka,MAJKA Rafał,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2094,juan-sebastian-molano,MOLANO Juan Sebastián,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2095,domen-novak,NOVAK Domen,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2096,domenico-pozzovivo,POZZOVIVO Domenico,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2097,luca-covili,COVILI Luca,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2098,filippo-fiorelli,FIORELLI Filippo,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2099,martin-marcellusi,MARCELLUSI Martin,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2100,alessio-martinelli,MARTINELLI Alessio,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2101,giulio-pellizzari,PELLIZZARI Giulio,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2102,alessandro-tonelli,TONELLI Alessandro,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2103,enrico-zanoncello,ZANONCELLO Enrico,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2104,antonio-tiberi,TIBERI Antonio,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2105,rainer-kepplinger,KEPPLINGER Rainer,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2106,phil-bauhaus,BAUHAUS Phil,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2107,damiano-caruso,CARUSO Damiano,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2108,andrea-pasqualon,PASQUALON Andrea,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2109,wout-poels,POELS Wout,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2110,jasha-sutterlin,SÜTTERLIN Jasha,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2111,torstein-traeen,TRÆEN Torstein,p2,16 May 2024,183.0,GT.B.Stage,UCI.WR.GT.B.Stage,91.0,2132.0,732.0,Giro d'Italia 2024 Stage 12
2112,geraint-thomas,THOMAS Geraint,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2113,thymen-arensman,ARENSMAN Thymen,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2114,tobias-foss,FOSS Tobias,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2115,filippo-ganna,GANNA Filippo,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2116,jhonatan-narvaez,NARVÁEZ Jhonatan,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2117,magnus-sheffield,SHEFFIELD Magnus,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2118,ben-swift,SWIFT Ben,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2119,connor-swift,SWIFT Connor,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2120,kaden-groves,GROVES Kaden,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2121,tobias-bayer,BAYER Tobias,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2122,nicola-conci,CONCI Nicola,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2123,quinten-hermans,HERMANS Quinten,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2124,jimmy-janssens,JANSSENS Jimmy,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2125,timo-kielich,KIELICH Timo,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2126,edward-planckaert,PLANCKAERT Edward,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2127,fabio-van-den-bossche,VAN DEN BOSSCHE Fabio,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2128,jenthe-biermans,BIERMANS Jenthe,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2129,louis-barre,BARRÉ Louis,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2130,ewen-costiou,COSTIOU Ewen,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2131,david-dekker,DEKKER David,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2132,donavan-grondin,GRONDIN Donavan,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2133,michel-ries,RIES Michel,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2134,alan-riou,RIOU Alan,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2135,alessandro-verre,VERRE Alessandro,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2136,simone-velasco,VELASCO Simone,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2137,davide-ballerini,BALLERINI Davide,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2138,aleksey-lutsenko,LUTSENKO Alexey,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2139,lorenzo-fortunato,FORTUNATO Lorenzo,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2140,max-kanter,KANTER Max,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2141,henok-mulubrhan,MULUBRHAN Henok,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2142,vadim-pronskiy,PRONSKIY Vadim,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2143,christian-scaroni,SCARONI Christian,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2144,daniel-felipe-martinez,MARTÍNEZ Daniel Felipe,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2145,giovanni-aleotti,ALEOTTI Giovanni,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2146,jonas-koch,KOCH Jonas,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2147,florian-lipowitz,LIPOWITZ Florian,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2148,ryan-mullen,MULLEN Ryan,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2149,maximilian-schachmann,SCHACHMANN Maximilian,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2150,danny-van-poppel,VAN POPPEL Danny,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2151,patrick-gamper,GAMPER Patrick,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2152,stefano-oldani,OLDANI Stefano,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2153,stanislaw-aniolkowski,ANIOŁKOWSKI Stanisław,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2154,nicolas-debeaumarche,DEBEAUMARCHÉ Nicolas,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2155,kenny-elissonde,ELISSONDE Kenny,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2156,ruben-fernandez,FERNÁNDEZ Rubén,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2157,simon-geschke,GESCHKE Simon,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2158,benjamin-thomas-2,THOMAS Benjamin,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2159,harrison-wood,WOOD Harrison,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2160,ben-o-connor,O'CONNOR Ben,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2161,alex-baudin,BAUDIN Alex,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2162,aurelien-paret-peintre,PARET-PEINTRE Aurélien,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2163,valentin-paret-peintre,PARET-PEINTRE Valentin,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2164,damien-touze,TOUZÉ Damien,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2165,bastien-tronchon,TRONCHON Bastien,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2166,andrea-vendrame,VENDRAME Andrea,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2167,lawrence-warbasse,WARBASSE Larry,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2168,hugh-carthy,CARTHY Hugh,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2169,jefferson-alexander-cepeda,CEPEDA Jefferson Alexander,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2170,stefan-de-bod,DE BOD Stefan,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2171,andrey-amador,AMADOR Andrey,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2172,simon-carr,CARR Simon,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2173,johan-esteban-chaves,CHAVES Esteban,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2174,mikkel-honore,HONORÉ Mikkel Frølich,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2175,georg-steinhauser,STEINHAUSER Georg,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2176,laurence-pithie,PITHIE Laurence,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2177,lewis-askey,ASKEY Lewis,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2178,cyril-barthe,BARTHE Cyril,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2179,clement-davy,DAVY Clément,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2180,lorenzo-germani,GERMANI Lorenzo,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2181,olivier-le-gac,LE GAC Olivier,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2182,fabian-lienhard,LIENHARD Fabian,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2183,enzo-paleni,PALENI Enzo,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2184,biniam-girmay,GIRMAY Biniam,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2185,lilian-calmejane,CALMEJANE Lilian,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2186,kevin-colleoni,COLLEONI Kevin,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2187,madis-mihkels,MIHKELS Madis,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2188,simone-petilli,PETILLI Simone,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2189,adrien-petit,PETIT Adrien,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2190,dion-smith,SMITH Dion,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2191,roel-van-sintmaartensdijk,VAN SINTMAARTENSDIJK Roel,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2192,michael-woods,WOODS Michael,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2193,simon-clarke,CLARKE Simon,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2194,marco-frigo,FRIGO Marco,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2195,hugo-hofstetter,HOFSTETTER Hugo,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2196,riley-pickrell,PICKRELL Riley,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2197,nadav-raisberg,RAISBERG Nadav,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2198,nick-schultz,SCHULTZ Nick,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2199,ethan-vernon,VERNON Ethan,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2200,jonathan-milan,MILAN Jonathan,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2201,andrea-bagioli,BAGIOLI Andrea,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2202,simone-consonni,CONSONNI Simone,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2203,amanuel-ghebreigzabhier,GHEBREIGZABHIER Amanuel,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2204,daan-hoole,HOOLE Daan,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2205,juan-pedro-lopez,LÓPEZ Juan Pedro,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2206,jasper-stuyven,STUYVEN Jasper,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2207,edward-theuns,THEUNS Edward,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2208,nairo-quintana,QUINTANA Nairo,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2209,albert-torres,TORRES Albert,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2210,william-barta,BARTA Will,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2211,davide-cimolai,CIMOLAI Davide,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2212,fernando-gaviria,GAVIRIA Fernando,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2213,lorenzo-milesi,MILESI Lorenzo,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2214,einer-rubio,RUBIO Einer,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2215,pelayo-sanchez-mayo,SÁNCHEZ Pelayo,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2216,julian-alaphilippe,ALAPHILIPPE Julian,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2217,josef-cerny,ČERNÝ Josef,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2218,jan-hirt,HIRT Jan,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2219,luke-lamperti,LAMPERTI Luke,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2220,tim-merlier,MERLIER Tim,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2221,pieter-serry,SERRY Pieter,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2222,bert-van-lerberghe,VAN LERBERGHE Bert,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2223,mauri-vansevenant,VANSEVENANT Mauri,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
2224,romain-bardet,BARDET Romain,p1,17 May 2024,179.0,GT.B.Stage,UCI.WR.GT.B.Stage,0.0,200.0,732.0,Giro d'Italia 2024 Stage 13
